item_id,item_category_id,type_code,subtype_code
5090,67,14,52
5091,67,14,52
5092,67,14,52
5093,67,14,52
5094,67,14,52
5095,67,14,52
5096,67,14,52
5097,67,14,52
5098,67,14,52
5099,67,14,52
5100,67,14,52
5101,67,14,52
5102,67,14,52
5103,67,14,52
5104,67,14,52
5105,67,14,52
5106,67,14,52
5107,67,14,52
5108,67,14,52
5109,67,14,52
5110,67,14,52
5111,67,14,52
5112,67,14,52
5113,67,14,52
5114,67,14,52
5115,67,14,52
5116,67,14,52
5117,67,14,52
5118,67,14,52
5119,67,14,52
5120,67,14,52
5121,67,14,52
5122,67,14,52
5123,67,14,52
5124,67,14,52
5125,67,14,52
5126,67,14,52
5127,67,14,52
5128,67,14,52
5129,67,14,52
5130,67,14,52
5131,67,14,52
5132,67,14,52
5133,67,14,52
5134,67,14,52
5135,67,14,52
5136,67,14,52
5137,67,14,52
5138,67,14,52
5139,67,14,52
5140,67,14,52
5141,67,14,52
5142,67,14,52
5143,67,14,52
5144,67,14,52
5145,67,14,52
5146,67,14,52
5147,67,14,52
5148,67,14,52
5149,67,14,52
5150,67,14,52
5151,67,14,52
5152,67,14,52
5153,67,14,52
5154,67,14,52
5155,67,14,52
5156,67,14,52
5157,67,14,52
5158,67,14,52
5159,67,14,52
5160,67,14,52
5161,67,14,52
5162,67,14,52
5163,67,14,52
5164,67,14,52
5165,67,14,52
5166,67,14,52
5167,67,14,52
5168,67,14,52
5169,67,14,52
5170,67,14,52
5171,67,14,52
5172,67,14,52
5173,67,14,52
5174,67,14,52
5175,67,14,52
5176,67,14,52
5177,67,14,52
5178,67,14,52
5179,67,14,52
5180,67,14,52
5181,67,14,52
5182,67,14,52
5183,67,14,52
5184,67,14,52
5185,67,14,52
5186,67,14,52
5187,67,14,52
5188,67,14,52
5189,67,14,52
5190,67,14,52
5191,67,14,52
5192,67,14,52
5193,67,14,52
5194,67,14,52
5195,67,14,52
5196,31,8,61
5197,21,5,13
5198,21,5,13
5199,19,5,10
5200,31,8,61
5201,19,5,10
5202,28,8,32
5203,31,8,61
5204,19,5,10
5205,23,5,16
5206,19,5,10
5207,23,5,16
5208,19,5,10
5209,23,5,16
5210,30,8,55
5211,19,5,10
5212,23,5,16
5213,19,5,10
5214,23,5,16
5215,19,5,10
5216,57,13,8
5217,31,8,61
5218,31,8,61
5219,30,8,55
5220,28,8,32
5221,19,5,10
5222,21,5,13
5223,19,5,10
5224,30,8,55
5225,31,8,61
5226,19,5,10
5227,28,8,32
5228,30,8,55
5229,31,8,61
5230,26,6,61
5231,21,5,13
5232,23,5,16
5233,19,5,10
5234,31,8,61
5235,28,8,32
5236,19,5,10
5237,20,5,11
5238,23,5,16
5239,31,8,61
5240,30,8,55
5241,19,5,10
5242,20,5,11
5243,23,5,16
5244,24,5,17
5245,31,8,61
5246,20,5,11
5247,24,5,17
5248,31,8,61
5249,30,8,55
5250,28,8,32
5251,19,5,10
5252,23,5,16
5253,28,8,32
5254,19,5,10
5255,30,8,55
5256,19,5,10
5257,23,5,16
5258,19,5,10
5259,31,8,61
5260,30,8,55
5261,19,5,10
5262,23,5,16
5263,30,8,55
5264,23,5,16
5265,30,8,55
5266,23,5,16
5267,30,8,55
5268,20,5,11
5269,24,5,17
5270,23,5,16
5271,19,5,10
5272,30,8,55
5273,19,5,10
5274,23,5,16
5275,22,5,14
5276,19,5,10
5277,23,5,16
5278,21,5,13
5279,31,8,61
5280,76,15,31
5281,76,15,31
5282,76,15,31
5283,19,5,10
5284,23,5,16
5285,30,8,55
5286,22,5,14
5287,19,5,10
5288,23,5,16
5289,19,5,10
5290,19,5,10
5291,22,5,14
5292,22,5,14
5293,19,5,10
5294,76,15,31
5295,76,15,31
5296,76,15,31
5297,30,8,55
5298,43,12,21
5299,56,13,3
5300,56,13,3
5301,55,13,2
5302,56,13,3
5303,55,13,2
5304,55,13,2
5305,55,13,2
5306,55,13,2
5307,49,12,39
5308,55,13,2
5309,56,13,3
5310,58,13,27
5311,58,13,27
5312,59,13,40
5313,56,13,3
5314,56,13,3
5315,62,14,28
5316,62,14,28
5317,62,14,28
5318,62,14,28
5319,55,13,2
5320,55,13,2
5321,56,13,3
5322,56,13,3
5323,55,13,2
5324,55,13,2
5325,40,11,4
5326,38,11,1
5327,37,11,1
5328,55,13,2
5329,58,13,27
5330,58,13,27
5331,55,13,2
5332,55,13,2
5333,55,13,2
5334,55,13,2
5335,56,13,3
5336,55,13,2
5337,55,13,2
5338,58,13,27
5339,58,13,27
5340,55,13,2
5341,58,13,27
5342,58,13,27
5343,55,13,2
5344,55,13,2
5345,55,13,2
5346,55,13,2
5347,56,13,3
5348,55,13,2
5349,55,13,2
5350,55,13,2
5351,55,13,2
5352,55,13,2
5353,55,13,2
5354,55,13,2
5355,55,13,2
5356,55,13,2
5357,55,13,2
5358,40,11,4
5359,55,13,2
5360,55,13,2
5361,30,8,55
5362,19,5,10
5363,23,5,16
5364,75,15,30
5365,76,15,31
5366,75,15,30
5367,76,15,31
5368,75,15,30
5369,75,15,30
5370,76,15,31
5371,75,15,30
5372,75,15,30
5373,76,15,31
5374,75,15,30
5375,76,15,31
5376,76,15,31
5377,75,15,30
5378,75,15,30
5379,76,15,31
5380,75,15,30
5381,76,15,31
5382,76,15,31
5383,75,15,30
5384,75,15,30
5385,75,15,30
5386,74,15,7
5387,74,15,7
5388,76,15,31
5389,74,15,7
5390,76,15,31
5391,75,15,30
5392,76,15,31
5393,31,8,61
5394,31,8,61
5395,30,8,55
5396,28,8,32
5397,23,5,16
5398,19,5,10
5399,31,8,61
5400,31,8,61
5401,19,5,10
5402,19,5,10
5403,19,5,10
5404,23,5,16
5405,19,5,10
5406,30,8,55
5407,31,8,61
5408,31,8,61
5409,30,8,55
5410,31,8,61
5411,31,8,61
5412,31,8,61
5413,75,15,30
5414,75,15,30
5415,75,15,30
5416,40,11,4
5417,68,14,53
5418,68,14,53
5419,68,14,53
5420,68,14,53
5421,68,14,53
5422,68,14,53
5423,68,14,53
5424,68,14,53
5425,68,14,53
5426,68,14,53
5427,68,14,53
5428,68,14,53
5429,68,14,53
5430,59,13,40
5431,55,13,2
5432,55,13,2
5433,55,13,2
5434,55,13,2
5435,58,13,27
5436,58,13,27
5437,58,13,27
5438,59,13,40
5439,55,13,2
5440,55,13,2
5441,0,0,29
5442,56,13,3
5443,55,13,2
5444,55,13,2
5445,55,13,2
5446,55,13,2
5447,55,13,2
5448,55,13,2
5449,55,13,2
5450,58,13,27
5451,55,13,2
5452,75,15,30
5453,58,13,27
5454,55,13,2
5455,55,13,2
5456,55,13,2
5457,55,13,2
5458,56,13,3
5459,55,13,2
5460,56,13,3
5461,56,13,3
5462,56,13,3
5463,55,13,2
5464,56,13,3
5465,55,13,2
5466,56,13,3
5467,56,13,3
5468,58,13,27
5469,58,13,27
5470,56,13,3
5471,56,13,3
5472,60,13,48
5473,56,13,3
5474,56,13,3
5475,58,13,27
5476,55,13,2
5477,56,13,3
5478,56,13,3
5479,56,13,3
5480,56,13,3
5481,60,13,48
5482,56,13,3
5483,59,13,40
5484,56,13,3
5485,55,13,2
5486,58,13,27
5487,56,13,3
5488,58,13,27
5489,56,13,3
5490,56,13,3
5491,55,13,2
5492,56,13,3
5493,56,13,3
5494,56,13,3
5495,56,13,3
5496,59,13,40
5497,58,13,27
5498,59,13,40
5499,59,13,40
5500,56,13,3
5501,58,13,27
5502,56,13,3
5503,56,13,3
5504,56,13,3
5505,58,13,27
5506,58,13,27
5507,56,13,3
5508,55,13,2
5509,55,13,2
5510,55,13,2
5511,55,13,2
5512,58,13,27
5513,55,13,2
5514,55,13,2
5515,58,13,27
5516,55,13,2
5517,58,13,27
5518,58,13,27
5519,40,11,4
5520,58,13,27
5521,55,13,2
5522,40,11,4
5523,40,11,4
5524,40,11,4
5525,40,11,4
5526,40,11,4
5527,40,11,4
5528,40,11,4
5529,40,11,4
5530,56,13,3
5531,56,13,3
5532,56,13,3
5533,55,13,2
5534,40,11,4
5535,58,13,27
5536,58,13,27
5537,58,13,27
5538,55,13,2
5539,55,13,2
5540,58,13,27
5541,58,13,27
5542,56,13,3
5543,55,13,2
5544,55,13,2
5545,60,13,48
5546,58,13,27
5547,59,13,40
5548,56,13,3
5549,58,13,27
5550,55,13,2
5551,55,13,2
5552,55,13,2
5553,59,13,40
5554,75,15,30
5555,75,15,30
5556,76,15,31
5557,75,15,30
5558,76,15,31
5559,76,15,31
5560,76,15,31
5561,76,15,31
5562,76,15,31
5563,76,15,31
5564,76,15,31
5565,76,15,31
5566,75,15,30
5567,75,15,30
5568,76,15,31
5569,76,15,31
5570,2,1,10
5571,2,1,10
5572,2,1,10
5573,2,1,10
5574,2,1,10
5575,2,1,10
5576,2,1,10
5577,5,1,14
5578,5,1,14
5579,5,1,14
5580,5,1,14
5581,5,1,14
5582,5,1,14
5583,5,1,14
5584,5,1,14
5585,5,1,14
5586,5,1,14
5587,5,1,14
5588,5,1,14
5589,5,1,14
5590,5,1,14
5591,5,1,14
5592,5,1,14
5593,5,1,14
5594,5,1,14
5595,5,1,14
5596,5,1,14
5597,5,1,14
5598,5,1,14
5599,5,1,14
5600,5,1,14
5601,5,1,14
5602,5,1,14
5603,5,1,14
5604,5,1,14
5605,5,1,14
5606,1,1,9
5607,2,1,10
5608,2,1,10
5609,2,1,10
5610,2,1,10
5611,2,1,10
5612,2,1,10
5613,2,1,10
5614,2,1,10
5615,2,1,10
5616,2,1,10
5617,2,1,10
5618,2,1,10
5619,2,1,10
5620,2,1,10
5621,2,1,10
5622,2,1,10
5623,2,1,10
5624,2,1,10
5625,2,1,10
5626,2,1,10
5627,2,1,10
5628,2,1,10
5629,2,1,10
5630,2,1,10
5631,2,1,10
5632,2,1,10
5633,2,1,10
5634,2,1,10
5635,2,1,10
5636,2,1,10
5637,2,1,10
5638,2,1,10
5639,2,1,10
5640,2,1,10
5641,2,1,10
5642,2,1,10
5643,2,1,10
5644,2,1,10
5645,2,1,10
5646,2,1,10
5647,2,1,10
5648,2,1,10
5649,2,1,10
5650,2,1,10
5651,2,1,10
5652,3,1,11
5653,3,1,11
5654,3,1,11
5655,3,1,11
5656,3,1,11
5657,3,1,11
5658,3,1,11
5659,3,1,11
5660,3,1,11
5661,3,1,11
5662,3,1,11
5663,3,1,11
5664,3,1,11
5665,3,1,11
5666,3,1,11
5667,3,1,11
5668,3,1,11
5669,3,1,11
5670,3,1,11
5671,3,1,11
5672,3,1,11
5673,3,1,11
5674,3,1,11
5675,3,1,11
5676,3,1,11
5677,3,1,11
5678,3,1,11
5679,3,1,11
5680,4,1,13
5681,4,1,13
5682,4,1,13
5683,4,1,13
5684,55,13,2
5685,31,8,61
5686,30,8,55
5687,19,5,10
5688,23,5,16
5689,75,15,30
5690,75,15,30
5691,76,15,31
5692,75,15,30
5693,75,15,30
5694,76,15,31
5695,76,15,31
5696,76,15,31
5697,76,15,31
5698,76,15,31
5699,75,15,30
5700,75,15,30
5701,75,15,30
5702,76,15,31
5703,76,15,31
5704,76,15,31
5705,76,15,31
5706,76,15,31
5707,75,15,30
5708,76,15,31
5709,76,15,31
5710,76,15,31
5711,76,15,31
5712,75,15,30
5713,75,15,30
5714,76,15,31
5715,76,15,31
5716,76,15,31
5717,76,15,31
5718,76,15,31
5719,76,15,31
5720,76,15,31
5721,76,15,31
5722,76,15,31
5723,31,8,61
5724,76,15,31
5725,76,15,31
5726,76,15,31
5727,76,15,31
5728,76,15,31
5729,76,15,31
5730,76,15,31
5731,76,15,31
5732,75,15,30
5733,76,15,31
5734,21,5,13
5735,21,5,13
5736,57,13,8
5737,19,5,10
5738,23,5,16
5739,20,5,11
5740,1,1,9
5741,6,1,16
5742,23,5,16
5743,19,5,10
5744,30,8,55
5745,22,5,14
5746,21,5,13
5747,22,5,14
5748,75,15,30
5749,75,15,30
5750,75,15,30
5751,75,15,30
5752,76,15,31
5753,75,15,30
5754,75,15,30
5755,76,15,31
5756,75,15,30
5757,31,8,61
5758,31,8,61
5759,31,8,61
5760,31,8,61
5761,31,8,61
5762,75,15,30
5763,76,15,31
5764,75,15,30
5765,76,15,31
5766,75,15,30
5767,75,15,30
5768,76,15,31
5769,75,15,30
5770,75,15,30
5771,75,15,30
5772,75,15,30
5773,75,15,30
5774,55,13,2
5775,55,13,2
5776,55,13,2
5777,55,13,2
5778,55,13,2
5779,55,13,2
5780,55,13,2
5781,55,13,2
5782,55,13,2
5783,55,13,2
5784,55,13,2
5785,55,13,2
5786,57,13,8
5787,57,13,8
5788,57,13,8
5789,57,13,8
5790,57,13,8
5791,57,13,8
5792,57,13,8
5793,57,13,8
5794,57,13,8
5795,57,13,8
5796,57,13,8
5797,57,13,8
5798,57,13,8
5799,57,13,8
5800,57,13,8
5801,57,13,8
5802,57,13,8
5803,57,13,8
5804,57,13,8
5805,57,13,8
5806,57,13,8
5807,57,13,8
5808,57,13,8
5809,57,13,8
5810,57,13,8
5811,30,8,55
5812,31,8,61
5813,31,8,61
5814,19,5,10
5815,20,5,11
5816,23,5,16
5817,24,5,17
5818,31,8,61
5819,19,5,10
5820,35,9,12
5821,35,9,12
5822,35,9,12
5823,35,9,12
5824,65,14,43
5825,65,14,43
5826,65,14,43
5827,65,14,43
5828,65,14,43
5829,65,14,43
5830,65,14,43
5831,65,14,43
5832,65,14,43
5833,65,14,43
5834,65,14,43
5835,65,14,43
5836,65,14,43
5837,65,14,43
5838,65,14,43
5839,65,14,43
5840,65,14,43
5841,65,14,43
5842,65,14,43
5843,65,14,43
5844,65,14,43
5845,65,14,43
5846,31,8,61
5847,19,5,10
5848,30,8,55
5849,31,8,61
5850,28,8,32
5851,30,8,55
5852,30,8,55
5853,29,8,36
5854,28,8,32
5855,23,5,16
5856,62,14,28
5857,62,14,28
5858,62,14,28
5859,62,14,28
5860,62,14,28
5861,62,14,28
5862,62,14,28
5863,62,14,28
5864,62,14,28
5865,62,14,28
5866,62,14,28
5867,62,14,28
5868,62,14,28
5869,62,14,28
5870,62,14,28
5871,62,14,28
5872,62,14,28
5873,62,14,28
5874,62,14,28
5875,62,14,28
5876,62,14,28
5877,62,14,28
5878,75,15,30
5879,75,15,30
5880,31,8,61
5881,23,5,16
5882,31,8,61
5883,19,5,10
5884,21,5,13
5885,30,8,55
5886,19,5,10
5887,19,5,10
5888,30,8,55
5889,19,5,10
5890,21,5,13
5891,23,5,16
5892,30,8,55
5893,19,5,10
5894,21,5,13
5895,23,5,16
5896,30,8,55
5897,19,5,10
5898,21,5,13
5899,23,5,16
5900,30,8,55
5901,19,5,10
5902,20,5,11
5903,23,5,16
5904,24,5,17
5905,30,8,55
5906,19,5,10
5907,20,5,11
5908,23,5,16
5909,75,15,30
5910,31,8,61
5911,20,5,11
5912,24,5,17
5913,30,8,55
5914,24,5,17
5915,24,5,17
5916,30,8,55
5917,31,8,61
5918,19,5,10
5919,23,5,16
5920,31,8,61
5921,28,8,32
5922,30,8,55
5923,19,5,10
5924,21,5,13
5925,40,11,4
5926,67,14,52
5927,67,14,52
5928,67,14,52
5929,67,14,52
5930,67,14,52
5931,67,14,52
5932,67,14,52
5933,67,14,52
5934,67,14,52
5935,67,14,52
5936,67,14,52
5937,67,14,52
5938,67,14,52
5939,67,14,52
5940,56,13,3
5941,55,13,2
5942,58,13,27
5943,58,13,27
5944,58,13,27
5945,55,13,2
5946,55,13,2
5947,55,13,2
5948,59,13,40
5949,55,13,2
5950,58,13,27
5951,58,13,27
5952,56,13,3
5953,58,13,27
5954,56,13,3
5955,56,13,3
5956,58,13,27
5957,58,13,27
5958,59,13,40
5959,58,13,27
5960,58,13,27
5961,58,13,27
5962,55,13,2
5963,58,13,27
5964,59,13,40
5965,56,13,3
5966,56,13,3
5967,56,13,3
5968,56,13,3
5969,56,13,3
5970,56,13,3
5971,56,13,3
5972,56,13,3
5973,56,13,3
5974,56,13,3
5975,55,13,2
5976,30,8,55
5977,31,8,61
5978,55,13,2
5979,56,13,3
5980,55,13,2
5981,56,13,3
5982,56,13,3
5983,30,8,55
5984,31,8,61
5985,60,13,48
5986,55,13,2
5987,56,13,3
5988,56,13,3
5989,58,13,27
5990,59,13,40
5991,28,8,32
5992,19,5,10
5993,23,5,16
5994,30,8,55
5995,58,13,27
5996,58,13,27
5997,58,13,27
5998,55,13,2
5999,55,13,2
6000,55,13,2
6001,55,13,2
6002,55,13,2
6003,55,13,2
6004,55,13,2
6005,55,13,2
6006,56,13,3
6007,55,13,2
6008,55,13,2
6009,59,13,40
6010,59,13,40
6011,55,13,2
6012,59,13,40
6013,59,13,40
6014,56,13,3
6015,56,13,3
6016,59,13,40
6017,55,13,2
6018,55,13,2
6019,55,13,2
6020,56,13,3
6021,55,13,2
6022,56,13,3
6023,55,13,2
6024,56,13,3
6025,58,13,27
6026,58,13,27
6027,55,13,2
6028,58,13,27
6029,56,13,3
6030,59,13,40
6031,55,13,2
6032,56,13,3
6033,58,13,27
6034,56,13,3
6035,58,13,27
6036,58,13,27
6037,59,13,40
6038,56,13,3
6039,56,13,3
6040,55,13,2
6041,58,13,27
6042,55,13,2
6043,59,13,40
6044,55,13,2
6045,55,13,2
6046,55,13,2
6047,55,13,2
6048,55,13,2
6049,55,13,2
6050,56,13,3
6051,55,13,2
6052,55,13,2
6053,55,13,2
6054,56,13,3
6055,58,13,27
6056,55,13,2
6057,55,13,2
6058,58,13,27
6059,76,15,31
6060,76,15,31
6061,19,5,10
6062,23,5,16
6063,24,5,17
6064,20,5,11
6065,75,15,30
6066,75,15,30
6067,30,8,55
6068,19,5,10
6069,23,5,16
6070,24,5,17
6071,19,5,10
6072,19,5,10
6073,22,5,14
6074,19,5,10
6075,19,5,10
6076,21,5,13
6077,19,5,10
6078,19,5,10
6079,23,5,16
6080,23,5,16
6081,23,5,16
6082,19,5,10
6083,22,5,14
6084,19,5,10
6085,20,5,11
6086,30,8,55
6087,23,5,16
6088,24,5,17
6089,31,8,61
6090,23,5,16
6091,19,5,10
6092,19,5,10
6093,30,8,55
6094,28,8,32
6095,22,5,14
6096,23,5,16
6097,31,8,61
6098,19,5,10
6099,23,5,16
6100,31,8,61
6101,22,5,14
6102,76,15,31
6103,19,5,10
6104,23,5,16
6105,19,5,10
6106,23,5,16
6107,19,5,10
6108,30,8,55
6109,30,8,55
6110,28,8,32
6111,30,8,55
6112,19,5,10
6113,23,5,16
6114,75,15,30
6115,31,8,61
6116,30,8,55
6117,30,8,55
6118,23,5,16
6119,19,5,10
6120,19,5,10
6121,30,8,55
6122,19,5,10
6123,23,5,16
6124,19,5,10
6125,23,5,16
6126,30,8,55
6127,19,5,10
6128,20,5,11
6129,23,5,16
6130,24,5,17
6131,30,8,55
6132,19,5,10
6133,23,5,16
6134,30,8,55
6135,19,5,10
6136,23,5,16
6137,19,5,10
6138,19,5,10
6139,19,5,10
6140,19,5,10
6141,19,5,10
6142,22,5,14
6143,19,5,10
6144,21,5,13
6145,31,8,61
6146,21,5,13
6147,30,8,55
6148,22,5,14
6149,23,5,16
6150,31,8,61
6151,31,8,61
6152,23,5,16
6153,24,5,17
6154,19,5,10
6155,23,5,16
6156,30,8,55
6157,29,8,36
6158,28,8,32
6159,31,8,61
6160,31,8,61
6161,31,8,61
6162,30,8,55
6163,19,5,10
6164,23,5,16
6165,20,5,11
6166,31,8,61
6167,31,8,61
6168,31,8,61
6169,20,5,11
6170,20,5,11
6171,24,5,17
6172,31,8,61
6173,31,8,61
6174,30,8,55
6175,31,8,61
6176,31,8,61
6177,30,8,55
6178,28,8,32
6179,30,8,55
6180,31,8,61
6181,30,8,55
6182,30,8,55
6183,24,5,17
6184,30,8,55
6185,30,8,55
6186,58,13,27
6187,55,13,2
6188,59,13,40
6189,55,13,2
6190,58,13,27
6191,55,13,2
6192,58,13,27
6193,55,13,2
6194,58,13,27
6195,56,13,3
6196,58,13,27
6197,55,13,2
6198,58,13,27
6199,56,13,3
6200,55,13,2
6201,56,13,3
6202,55,13,2
6203,56,13,3
6204,55,13,2
6205,55,13,2
6206,55,13,2
6207,56,13,3
6208,55,13,2
6209,56,13,3
6210,56,13,3
6211,59,13,40
6212,55,13,2
6213,58,13,27
6214,59,13,40
6215,55,13,2
6216,58,13,27
6217,55,13,2
6218,55,13,2
6219,59,13,40
6220,59,13,40
6221,58,13,27
6222,55,13,2
6223,58,13,27
6224,58,13,27
6225,58,13,27
6226,55,13,2
6227,23,5,16
6228,55,13,2
6229,55,13,2
6230,55,13,2
6231,55,13,2
6232,55,13,2
6233,55,13,2
6234,55,13,2
6235,59,13,40
6236,55,13,2
6237,55,13,2
6238,55,13,2
6239,59,13,40
6240,55,13,2
6241,58,13,27
6242,56,13,3
6243,55,13,2
6244,56,13,3
6245,58,13,27
6246,56,13,3
6247,55,13,2
6248,56,13,3
6249,58,13,27
6250,59,13,40
6251,56,13,3
6252,55,13,2
6253,58,13,27
6254,56,13,3
6255,55,13,2
6256,58,13,27
6257,55,13,2
6258,59,13,40
6259,56,13,3
6260,55,13,2
6261,55,13,2
6262,55,13,2
6263,31,8,61
6264,31,8,61
6265,58,13,27
6266,40,11,4
6267,40,11,4
6268,59,13,40
6269,59,13,40
6270,55,13,2
6271,55,13,2
6272,55,13,2
6273,55,13,2
6274,58,13,27
6275,58,13,27
6276,58,13,27
6277,58,13,27
6278,58,13,27
6279,58,13,27
6280,55,13,2
6281,58,13,27
6282,55,13,2
6283,55,13,2
6284,55,13,2
6285,55,13,2
6286,55,13,2
6287,56,13,3
6288,55,13,2
6289,55,13,2
6290,55,13,2
6291,58,13,27
6292,58,13,27
6293,59,13,40
6294,58,13,27
6295,55,13,2
6296,55,13,2
6297,58,13,27
6298,55,13,2
6299,58,13,27
6300,55,13,2
6301,55,13,2
6302,59,13,40
6303,55,13,2
6304,55,13,2
6305,55,13,2
6306,55,13,2
6307,55,13,2
6308,55,13,2
6309,58,13,27
6310,56,13,3
6311,55,13,2
6312,55,13,2
6313,55,13,2
6314,55,13,2
6315,55,13,2
6316,55,13,2
6317,55,13,2
6318,55,13,2
6319,55,13,2
6320,59,13,40
6321,59,13,40
6322,55,13,2
6323,56,13,3
6324,55,13,2
6325,55,13,2
6326,19,5,10
6327,23,5,16
6328,55,13,2
6329,55,13,2
6330,56,13,3
6331,58,13,27
6332,40,11,4
6333,37,11,1
6334,59,13,40
6335,55,13,2
6336,55,13,2
6337,58,13,27
6338,55,13,2
6339,59,13,40
6340,55,13,2
6341,55,13,2
6342,55,13,2
6343,55,13,2
6344,56,13,3
6345,58,13,27
6346,56,13,3
6347,55,13,2
6348,59,13,40
6349,55,13,2
6350,58,13,27
6351,55,13,2
6352,58,13,27
6353,55,13,2
6354,59,13,40
6355,37,11,1
6356,55,13,2
6357,55,13,2
6358,55,13,2
6359,55,13,2
6360,55,13,2
6361,55,13,2
6362,55,13,2
6363,55,13,2
6364,58,13,27
6365,56,13,3
6366,56,13,3
6367,58,13,27
6368,40,11,4
6369,37,11,1
6370,58,13,27
6371,58,13,27
6372,55,13,2
6373,19,5,10
6374,30,8,55
6375,31,8,61
6376,30,8,55
6377,19,5,10
6378,23,5,16
6379,31,8,61
6380,31,8,61
6381,31,8,61
6382,31,8,61
6383,31,8,61
6384,31,8,61
6385,31,8,61
6386,28,8,32
6387,19,5,10
6388,19,5,10
6389,30,8,55
6390,28,8,32
6391,23,5,16
6392,31,8,61
6393,28,8,32
6394,20,5,11
6395,24,5,17
6396,28,8,32
6397,30,8,55
6398,31,8,61
6399,19,5,10
6400,23,5,16
6401,23,5,16
6402,19,5,10
6403,23,5,16
6404,31,8,61
6405,57,13,8
6406,30,8,55
6407,23,5,16
6408,24,5,17
6409,21,5,13
6410,75,15,30
6411,75,15,30
6412,30,8,55
6413,30,8,55
6414,30,8,55
6415,23,5,16
6416,23,5,16
6417,31,8,61
6418,30,8,55
6419,31,8,61
6420,20,5,11
6421,24,5,17
6422,30,8,55
6423,31,8,61
6424,19,5,10
6425,23,5,16
6426,24,5,17
6427,22,5,14
6428,31,8,61
6429,31,8,61
6430,31,8,61
6431,31,8,61
6432,28,8,32
6433,28,8,32
6434,31,8,61
6435,31,8,61
6436,30,8,55
6437,31,8,61
6438,31,8,61
6439,27,7,61
6440,31,8,61
6441,31,8,61
6442,30,8,55
6443,31,8,61
6444,31,8,61
6445,31,8,61
6446,31,8,61
6447,31,8,61
6448,19,5,10
6449,23,5,16
6450,21,5,13
6451,22,5,14
6452,19,5,10
6453,23,5,16
6454,31,8,61
6455,28,8,32
6456,31,8,61
6457,30,8,55
6458,31,8,61
6459,28,8,32
6460,31,8,61
6461,31,8,61
6462,31,8,61
6463,31,8,61
6464,57,13,8
6465,18,5,9
6466,30,8,55
6467,28,8,32
6468,30,8,55
6469,19,5,10
6470,30,8,55
6471,28,8,32
6472,28,8,32
6473,28,8,32
6474,28,8,32
6475,28,8,32
6476,28,8,32
6477,28,8,32
6478,28,8,32
6479,30,8,55
6480,28,8,32
6481,28,8,32
6482,28,8,32
6483,28,8,32
6484,28,8,32
6485,28,8,32
6486,28,8,32
6487,23,5,16
6488,28,8,32
6489,28,8,32
6490,28,8,32
6491,28,8,32
6492,28,8,32
6493,28,8,32
6494,28,8,32
6495,28,8,32
6496,28,8,32
6497,28,8,32
6498,28,8,32
6499,28,8,32
6500,28,8,32
6501,28,8,32
6502,28,8,32
6503,30,8,55
6504,29,8,36
6505,28,8,32
6506,28,8,32
6507,28,8,32
6508,30,8,55
6509,31,8,61
6510,28,8,32
6511,30,8,55
6512,19,5,10
6513,20,5,11
6514,30,8,55
6515,25,5,18
6516,25,5,18
6517,19,5,10
6518,23,5,16
6519,25,5,18
6520,25,5,18
6521,25,5,18
6522,25,5,18
6523,25,5,18
6524,25,5,18
6525,25,5,18
6526,25,5,18
6527,25,5,18
6528,25,5,18
6529,25,5,18
6530,25,5,18
6531,19,5,10
6532,20,5,11
6533,23,5,16
6534,25,5,18
6535,25,5,18
6536,25,5,18
6537,25,5,18
6538,25,5,18
6539,25,5,18
6540,25,5,18
6541,25,5,18
6542,25,5,18
6543,25,5,18
6544,25,5,18
6545,25,5,18
6546,25,5,18
6547,25,5,18
6548,25,5,18
6549,25,5,18
6550,25,5,18
6551,25,5,18
6552,25,5,18
6553,25,5,18
6554,25,5,18
6555,25,5,18
6556,25,5,18
6557,25,5,18
6558,25,5,18
6559,25,5,18
6560,25,5,18
6561,25,5,18
6562,25,5,18
6563,25,5,18
6564,25,5,18
6565,25,5,18
6566,25,5,18
6567,25,5,18
6568,25,5,18
6569,19,5,10
6570,19,5,10
6571,23,5,16
6572,25,5,18
6573,25,5,18
6574,25,5,18
6575,25,5,18
6576,25,5,18
6577,25,5,18
6578,25,5,18
6579,25,5,18
6580,25,5,18
6581,25,5,18
6582,25,5,18
6583,25,5,18
6584,25,5,18
6585,25,5,18
6586,25,5,18
6587,25,5,18
6588,25,5,18
6589,25,5,18
6590,25,5,18
6591,25,5,18
6592,25,5,18
6593,25,5,18
6594,25,5,18
6595,25,5,18
6596,25,5,18
6597,25,5,18
6598,25,5,18
6599,25,5,18
6600,25,5,18
6601,25,5,18
6602,25,5,18
6603,25,5,18
6604,25,5,18
6605,25,5,18
6606,25,5,18
6607,25,5,18
6608,25,5,18
6609,25,5,18
6610,29,8,36
6611,29,8,36
6612,19,5,10
6613,23,5,16
6614,23,5,16
6615,19,5,10
6616,19,5,10
6617,23,5,16
6618,28,8,32
6619,20,5,11
6620,24,5,17
6621,28,8,32
6622,30,8,55
6623,19,5,10
6624,22,5,14
6625,22,5,14
6626,30,8,55
6627,31,8,61
6628,30,8,55
6629,19,5,10
6630,20,5,11
6631,23,5,16
6632,24,5,17
6633,31,8,61
6634,31,8,61
6635,30,8,55
6636,19,5,10
6637,23,5,16
6638,31,8,61
6639,19,5,10
6640,29,8,36
6641,30,8,55
6642,30,8,55
